Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status
CLM32314,POL14338,2019-10-14,2019-10-14,Collision,Low,False,True,7908,5739.0,Major,2019-12-24,settled
CLM32315,POL14648,2020-10-14,2020-10-21,Collision,Low,False,False,6349,5970.0,Moderate,2020-12-08,settled
CLM32316,POL14505,2020-04-16,2020-04-18,Collision,Low,False,False,1806,1260.0,Minor,2020-06-04,settled
CLM32317,POL10770,2024-01-26,2024-01-30,Collision,Low,False,False,9692,9649.0,Major,2024-03-02,settled
CLM32318,POL14414,2022-05-06,2022-05-09,Collision,Low,False,False,1176,625.0,Minor,2022-08-03,settled
CLM32319,POL14706,2021-07-01,2021-07-08,Weather,Medium,False,False,12626,11449.0,Moderate,2021-12-18,settled
CLM32320,POL11661,2018-10-16,2018-10-17,Collision,Low,False,False,2282,1959.0,Minor,2019-01-01,settled
CLM32321,POL12933,2021-08-22,2021-08-23,Collision,Medium,False,False,26312,24364.0,Severe,2022-01-22,settled
CLM32322,POL11604,2023-01-07,2023-01-07,Weather,Low,False,False,3304,1950.0,Minor,2023-03-11,settled
CLM32323,POL14544,2021-05-10,2021-05-11,Collision,Low,False,False,2273,1553.0,Minor,2021-07-26,settled
CLM32324,POL12282,2023-09-22,2023-09-24,Vandalism,Low,False,False,1262,693.0,Minor,2023-11-08,settled
CLM32325,POL10987,2021-09-16,2021-09-17,Collision,Low,False,False,2219,1811.0,Minor,2021-11-05,settled
CLM32326,POL14207,2022-05-31,2022-05-31,Collision,Low,False,False,2008,1373.0,Minor,2022-07-03,settled
CLM32327,POL12672,2022-02-06,2022-02-10,Collision,Low,False,False,2045,1810.0,Minor,2022-03-26,settled
CLM32328,POL13988,2025-03-31,2025-04-03,Collision,Low,False,False,4313,3351.0,Moderate,2025-06-10,settled
CLM32329,POL11946,2025-02-20,2025-02-24,Collision,Medium,False,False,9723,7375.0,Major,2025-06-17,settled
CLM32330,POL11672,2018-11-04,2018-11-09,Weather,Low,False,False,7264,4417.0,Moderate,2019-01-10,settled
CLM32331,POL13257,2021-08-25,2021-08-27,Collision,Low,False,True,1369,811.0,Minor,2021-11-24,settled
CLM32332,POL14612,2022-09-30,2022-10-05,Collision,Medium,False,False,34761,28177.0,Severe,2023-03-25,settled
CLM32333,POL11519,2021-05-13,2021-05-13,Weather,Low,False,False,3875,2732.0,Minor,2021-06-28,settled
CLM32334,POL13519,2019-05-31,2019-06-07,Weather,Medium,False,False,32787,22983.0,Major,2019-10-23,settled
CLM32335,POL12606,2020-01-16,2020-01-16,Weather,Low,False,False,6316,4304.0,Moderate,2020-04-12,settled
CLM32336,POL12578,2023-12-08,2023-12-13,Weather,Low,False,False,3624,2377.0,Minor,2024-03-07,settled
CLM32337,POL12103,2022-02-26,2022-02-26,Fire,Low,False,False,13488,10374.0,Minor,2022-04-22,settled
CLM32338,POL12405,2020-07-04,2020-07-05,Other,Medium,False,False,4093,3352.0,Moderate,2020-12-25,settled
CLM32339,POL10979,2023-04-06,2023-04-09,Collision,Low,False,False,6425,5464.0,Moderate,2023-06-27,settled
CLM32340,POL13347,2024-05-08,2024-05-08,Collision,Low,False,False,5793,,Moderate,,open
CLM32341,POL10636,2022-03-15,2022-03-18,Other,Low,False,False,2390,1899.0,Minor,2022-05-01,settled
CLM32342,POL12668,2020-01-12,2020-01-14,Other,High,False,False,11115,12645.0,Major,2020-08-13,settled
CLM32343,POL13833,2022-01-09,2022-01-10,Collision,Medium,False,False,18507,17724.0,Major,2022-06-14,settled
CLM32344,POL13958,2022-11-02,2022-11-07,Collision,Low,False,False,2357,1733.0,Minor,2022-12-09,settled
CLM32345,POL11256,2025-08-10,2025-08-15,Theft,Low,False,False,14233,12135.0,Moderate,2025-11-01,settled
CLM32346,POL13955,2021-03-11,2021-03-12,Collision,Low,False,False,1558,,Minor,,open
CLM32347,POL13884,2021-03-04,2021-03-04,Weather,Low,False,False,7760,6779.0,Moderate,2021-05-27,settled
CLM32348,POL11254,2020-03-19,2020-03-20,Other,Low,False,False,4339,2963.0,Moderate,2020-05-25,settled
CLM32349,POL14267,2024-01-29,2024-01-29,Vandalism,Low,False,False,1596,972.0,Minor,2024-04-18,settled
CLM32350,POL12430,2020-06-07,2020-06-07,Other,Medium,True,False,2607,1865.0,Minor,2020-08-23,settled
CLM32351,POL12708,2023-10-26,2023-10-26,Theft,Low,True,True,8145,7295.0,Minor,2023-12-06,settled
CLM32352,POL14192,2025-07-05,2025-07-06,Weather,Medium,False,False,3156,2030.0,Minor,2025-12-31,settled
CLM32353,POL13154,2022-11-27,2022-12-27,Theft,Low,False,False,8543,7550.0,Moderate,2023-02-17,settled
CLM32354,POL12219,2023-05-19,2023-05-19,Vandalism,Low,False,True,1053,624.0,Minor,2023-07-13,settled
CLM32355,POL13758,2024-11-15,2024-11-16,Collision,Low,False,False,2760,1907.0,Minor,2025-01-18,settled
CLM32356,POL10701,2023-12-30,2023-12-31,Weather,Low,False,False,6216,,Moderate,,open
CLM32357,POL11308,2024-09-28,2024-10-03,Collision,Medium,True,False,1743,,Minor,,open
CLM32358,POL11125,2021-03-01,2021-03-03,Theft,Low,False,False,4010,2899.0,Minor,2021-05-02,settled
CLM32359,POL14677,2021-06-28,2021-06-28,Theft,Low,False,False,3188,1667.0,Minor,2021-09-10,settled
CLM32360,POL14917,2025-05-25,2025-05-25,Collision,High,False,False,1948,1542.0,Minor,2026-06-07,settled
CLM32361,POL14256,2019-08-20,2019-08-24,Collision,Low,False,True,6194,5079.0,Moderate,2019-11-20,settled
CLM32362,POL13973,2024-08-10,2024-08-10,Collision,Medium,False,False,54390,48467.0,Severe,2025-02-09,settled
CLM32363,POL11295,2023-09-22,2023-09-24,Collision,Low,False,False,1548,1045.0,Minor,2023-11-03,settled
CLM32364,POL13329,2024-08-21,2024-08-21,Weather,Low,False,False,2722,,Minor,,open
CLM32365,POL14663,2022-10-09,2022-10-10,Collision,Low,False,False,1899,1377.0,Minor,2022-12-27,settled
CLM32366,POL11013,2019-08-04,2019-08-07,Weather,High,False,False,268680,287465.0,Catastrophic,2020-12-16,settled
CLM32367,POL13734,2025-01-15,2025-01-18,Collision,Low,False,False,1836,,Minor,,open
CLM32368,POL13829,2019-12-22,2019-12-25,Theft,High,False,False,6177,4531.0,Minor,2021-03-08,settled
CLM32369,POL12915,2019-05-29,2019-05-31,Collision,Low,False,False,4254,3992.0,Moderate,2019-08-30,settled
CLM32370,POL13975,2024-11-09,2024-11-12,Other,Low,True,False,16778,15240.0,Major,2024-12-26,settled
CLM32371,POL14097,2024-05-20,2024-05-20,Other,Low,False,False,7313,5297.0,Moderate,2024-07-18,settled
CLM32372,POL14717,2020-12-25,2020-12-25,Collision,Medium,True,False,28165,28994.0,Severe,2021-07-07,settled
CLM32373,POL10966,2025-02-19,2025-02-20,Collision,Medium,False,False,9207,7824.0,Major,2025-05-14,settled
CLM32374,POL12517,2024-09-25,2024-09-30,Collision,Low,False,True,12323,9843.0,Major,2024-12-10,settled
CLM32375,POL12945,2020-05-24,2020-05-26,Fire,Medium,False,False,34216,29533.0,Moderate,2020-08-24,settled
CLM32376,POL12279,2020-07-23,2020-07-28,Theft,Medium,False,False,6772,5315.0,Minor,2020-11-28,settled
CLM32377,POL12817,2022-05-24,2022-05-24,Collision,Medium,False,False,3730,4473.0,Moderate,2022-11-14,settled
CLM32378,POL14452,2024-07-20,2024-07-23,Collision,Low,False,False,2481,1498.0,Minor,2024-09-29,settled
CLM32379,POL11096,2023-09-02,2023-09-03,Collision,Low,False,False,1950,1027.0,Minor,2023-11-26,settled
CLM32380,POL13763,2020-01-08,2020-01-08,Fire,Low,False,False,56861,50362.0,Moderate,2020-03-28,settled
CLM32381,POL14625,2021-01-07,2021-01-08,Collision,Low,False,False,3784,4663.0,Moderate,2021-04-10,settled
CLM32382,POL13685,2025-04-03,2025-04-04,Collision,Low,False,False,13745,12000.0,Major,2025-06-22,settled
CLM32383,POL14808,2024-03-13,2024-03-16,Fire,Low,False,False,15611,9546.0,Minor,2024-05-25,settled
CLM32384,POL13681,2019-09-26,2019-09-28,Theft,Low,False,False,3820,2776.0,Minor,2019-10-29,settled
CLM32385,POL14041,2024-06-09,2024-06-12,Collision,Low,False,False,2231,1470.0,Minor,2024-08-18,settled
CLM32386,POL12072,2023-09-17,2023-09-18,Fire,Low,False,False,14289,20401.0,Minor,2023-11-12,settled
CLM32387,POL14069,2019-05-04,2019-05-08,Weather,Low,False,False,2658,2192.0,Minor,2019-07-02,settled
CLM32388,POL13792,2023-10-20,2023-10-20,Collision,High,False,False,38667,38727.0,Severe,2024-12-27,settled
CLM32389,POL12035,2020-03-12,2020-03-14,Weather,Medium,False,False,10902,9775.0,Moderate,2020-09-08,settled
CLM32390,POL13981,2024-06-21,2024-06-21,Collision,Low,False,False,5620,4760.0,Moderate,2024-09-01,settled
CLM32391,POL10005,2023-05-17,2023-05-17,Collision,Low,False,False,4612,3525.0,Moderate,2023-08-13,settled
CLM32392,POL11217,2023-11-03,2023-11-04,Vandalism,Medium,False,False,18649,16949.0,Severe,2024-06-07,settled
CLM32393,POL12383,2025-01-14,2025-01-15,Collision,Low,False,False,1338,1188.0,Minor,2025-02-19,settled
CLM32394,POL13326,2019-05-13,2019-05-13,Collision,Low,False,False,139442,139374.0,Catastrophic,2019-07-26,settled
CLM32395,POL13281,2024-12-24,2024-12-24,Collision,Low,False,False,2766,2117.0,Minor,2025-03-20,settled
CLM32396,POL13254,2023-11-25,2023-11-25,Collision,Low,False,True,2037,3041.0,Minor,2023-12-27,settled
CLM32397,POL11288,2022-03-04,2022-03-04,Vandalism,Low,False,True,29273,27672.0,Severe,2022-05-22,settled
CLM32398,POL11736,2018-12-17,2018-12-18,Collision,Medium,True,False,11241,9655.0,Major,2019-05-13,settled
CLM32399,POL12271,2023-02-26,2023-02-28,Collision,Low,False,False,2479,1454.0,Minor,2023-05-06,settled
CLM32400,POL14485,2021-07-27,2021-07-30,Collision,Medium,False,False,4615,2901.0,Moderate,2021-11-28,settled
CLM32401,POL12652,2018-10-01,2018-10-01,Collision,Medium,False,False,14306,12656.0,Major,2019-01-20,settled
CLM32402,POL10073,2021-02-27,2021-03-01,Collision,Low,False,True,1788,1285.0,Minor,2021-05-01,settled
CLM32403,POL14728,2025-03-14,2025-03-17,Vandalism,Medium,False,False,1484,911.0,Minor,2025-09-13,settled
CLM32404,POL13478,2019-07-15,2019-07-15,Other,Low,False,False,6755,5029.0,Moderate,2019-08-29,settled
CLM32405,POL10420,2019-03-23,2019-03-23,Fire,Low,False,False,208870,218724.0,Severe,2019-05-20,settled
CLM32406,POL10537,2023-06-20,2023-06-25,Collision,High,False,False,16328,14659.0,Major,2024-07-21,settled
CLM32407,POL11026,2022-07-31,2022-08-06,Theft,Low,False,False,4116,2745.0,Minor,2022-10-26,settled
CLM32408,POL10053,2019-06-07,2019-06-07,Weather,Medium,True,False,1985,1639.0,Minor,2019-11-15,settled
CLM32409,POL14467,2024-10-13,2024-10-17,Vandalism,Low,True,False,2791,,Moderate,,open
CLM32410,POL14811,2019-05-23,2019-05-25,Collision,Low,False,False,10507,7382.0,Major,2019-08-30,settled
CLM32411,POL12268,2019-06-28,2019-07-02,Weather,Low,False,False,2723,2102.0,Minor,2019-08-09,settled
CLM32412,POL12237,2024-01-04,2024-01-10,Collision,Medium,False,False,31423,30516.0,Severe,2024-06-30,settled
CLM32413,POL11236,2019-01-26,2019-01-31,Collision,Low,False,False,3318,2344.0,Minor,2019-04-20,settled
CLM32414,POL14114,2021-12-07,2021-12-08,Collision,Low,False,False,2237,1228.0,Minor,2022-02-09,settled
CLM32415,POL14412,2023-04-20,2023-04-22,Weather,Low,False,False,3126,2473.0,Minor,2023-07-16,settled
CLM32416,POL13316,2020-09-25,2020-09-28,Collision,Medium,False,False,9529,5986.0,Moderate,2020-12-11,settled
CLM32417,POL14719,2020-03-26,2020-03-26,Fire,Low,False,False,88104,87878.0,Major,2020-05-30,settled
CLM32418,POL12098,2023-06-06,2023-06-06,Vandalism,Low,False,False,5083,3341.0,Moderate,2023-07-24,settled
CLM32419,POL10616,2022-11-30,2022-12-03,Collision,Low,False,False,5741,3477.0,Moderate,2023-02-26,settled
CLM32420,POL11182,2023-01-02,2023-01-09,Collision,Low,False,False,1388,962.0,Minor,2023-03-23,settled
CLM32421,POL13435,2023-09-30,2023-10-01,Collision,Low,False,False,2177,1729.0,Minor,2023-12-09,settled
CLM32422,POL12695,2022-12-13,2022-12-15,Vandalism,High,False,False,8575,8143.0,Major,2023-05-12,settled
CLM32423,POL11581,2022-12-05,2022-12-05,Vandalism,Medium,True,True,25992,26770.0,Severe,2023-05-28,settled
CLM32424,POL13004,2019-08-13,2019-08-14,Collision,Low,False,False,1487,1250.0,Minor,2019-10-04,settled
CLM32425,POL12113,2024-10-05,2024-10-11,Collision,Low,False,False,1841,1617.0,Minor,2024-12-05,settled
CLM32426,POL14014,2020-03-16,2020-03-18,Collision,High,False,False,93808,85329.0,Catastrophic,2021-01-26,settled
CLM32427,POL10166,2022-08-13,2022-08-13,Weather,Low,True,False,2659,1386.0,Minor,2022-10-10,settled
CLM32428,POL10166,2020-01-17,2020-01-18,Other,Low,False,False,3308,3894.0,Minor,2020-03-07,settled
CLM32429,POL12351,2020-09-19,2020-09-25,Theft,Low,False,False,13856,8736.0,Moderate,2020-12-27,settled
CLM32430,POL10267,2024-09-27,2024-09-30,Vandalism,Medium,False,False,17223,17286.0,Severe,2025-01-05,settled
CLM32431,POL13666,2023-02-14,2023-02-16,Collision,Medium,True,False,5823,5216.0,Moderate,2023-06-14,settled
CLM32432,POL13017,2024-08-24,2024-08-31,Vandalism,Low,False,False,23868,25677.0,Severe,2024-11-26,settled
CLM32433,POL12468,2020-02-22,2020-02-22,Theft,Low,False,False,5245,4456.0,Minor,2020-04-08,settled
CLM32434,POL13473,2021-03-19,2021-03-20,Fire,Low,False,False,12411,6961.0,Minor,2021-05-19,settled
CLM32435,POL14269,2018-10-03,2018-10-06,Vandalism,Low,False,False,1472,962.0,Minor,2018-11-18,settled
CLM32436,POL10143,2018-12-21,2018-12-21,Collision,Low,False,False,5618,,Moderate,,open
CLM32437,POL10224,2022-01-23,2022-01-25,Fire,Low,False,False,91824,89152.0,Major,2022-03-21,settled
CLM32438,POL13463,2023-11-28,2023-11-29,Theft,Low,False,False,4169,2731.0,Minor,2024-01-17,settled
CLM32439,POL13496,2024-10-27,2024-10-27,Weather,Low,False,False,4116,3175.0,Minor,2025-01-19,settled
CLM32440,POL10735,2023-06-22,2023-06-23,Weather,Low,False,False,3049,2295.0,Minor,2023-08-22,settled
CLM32441,POL14954,2024-09-05,2024-09-10,Other,Medium,False,False,7324,6865.0,Moderate,2025-03-03,settled
CLM32442,POL11305,2022-12-20,2022-12-27,Other,Low,False,False,9445,6087.0,Moderate,2023-03-25,settled
CLM32443,POL10978,2021-04-16,2021-04-16,Collision,Medium,False,False,51223,51070.0,Severe,2021-10-21,settled
CLM32444,POL10533,2021-06-28,2021-07-03,Weather,Low,False,False,12054,8134.0,Moderate,2021-09-17,settled
CLM32445,POL13431,2023-11-18,2023-11-25,Other,Medium,False,False,1663,1439.0,Minor,2024-05-15,settled
CLM32446,POL11585,2022-08-06,2022-08-07,Fire,Medium,False,False,67164,51050.0,Major,2023-02-04,settled
CLM32447,POL12940,2020-06-15,2020-06-16,Collision,Low,False,False,4606,2890.0,Moderate,2020-07-26,settled
CLM32448,POL14708,2021-10-22,2021-10-23,Vandalism,Low,False,False,1437,,Minor,,open
CLM32449,POL13688,2020-10-30,2020-10-30,Collision,Medium,False,False,6281,4813.0,Moderate,2021-01-05,settled
CLM32450,POL12995,2019-12-25,2019-12-25,Collision,Medium,False,False,1589,1211.0,Minor,2020-04-29,settled
CLM32451,POL10891,2019-01-28,2019-01-29,Theft,Low,False,True,6732,5469.0,Minor,2019-04-29,settled
CLM32452,POL14258,2023-06-02,2023-06-04,Weather,Low,False,False,2884,2349.0,Minor,2023-08-15,settled
CLM32453,POL10844,2025-08-11,2025-08-11,Collision,Low,False,False,6033,4801.0,Moderate,2025-09-28,settled
CLM32454,POL12176,2018-11-22,2018-11-22,Collision,Low,False,False,2053,,Minor,,open
CLM32455,POL13062,2021-05-31,2021-06-03,Weather,Low,False,False,2619,1838.0,Minor,2021-08-20,settled
CLM32456,POL12702,2021-01-10,2021-01-15,Collision,Low,False,True,2717,2354.0,Minor,2021-04-10,settled
CLM32457,POL12071,2019-06-21,2019-06-25,Collision,Medium,False,False,45165,36803.0,Severe,2019-11-18,settled
CLM32458,POL11222,2019-11-06,2019-11-06,Collision,High,False,False,33187,32278.0,Severe,2020-05-30,settled
CLM32459,POL13184,2025-05-17,2025-05-24,Vandalism,Medium,False,False,7768,8371.0,Major,2025-09-22,settled
CLM32460,POL12618,2019-02-03,2019-02-03,Collision,Low,False,False,2096,1776.0,Minor,2019-03-21,settled
CLM32461,POL11522,2023-09-21,2023-09-21,Vandalism,Medium,False,False,1013,,Minor,,open
CLM32462,POL12379,2025-06-02,2025-06-02,Collision,Low,False,False,1510,1086.0,Minor,2025-07-28,settled
CLM32463,POL12941,2019-04-06,2019-04-09,Collision,Low,False,False,7224,6450.0,Moderate,2019-05-27,settled
CLM32464,POL14804,2021-06-17,2021-06-24,Collision,Low,False,False,1990,1789.0,Minor,2021-08-13,settled
CLM32465,POL14816,2019-03-19,2019-03-19,Fire,Medium,False,False,227588,234334.0,Severe,2019-09-26,settled
CLM32466,POL13333,2023-03-24,2023-03-25,Collision,Medium,False,False,27207,27669.0,Severe,2023-08-14,settled
CLM32467,POL12586,2023-08-21,2023-08-21,Collision,Low,False,False,6721,5045.0,Major,2023-11-18,settled
CLM32468,POL11738,2021-05-05,2021-05-07,Collision,Low,False,False,1484,854.0,Minor,2021-06-20,settled
CLM32469,POL12942,2024-10-07,2024-10-07,Weather,Low,False,False,3092,2050.0,Minor,2025-01-03,settled
CLM32470,POL12322,2021-02-24,2021-02-24,Collision,Low,False,False,7460,5498.0,Moderate,2021-04-01,settled
CLM32471,POL10610,2019-05-08,2019-05-08,Theft,Low,False,False,3530,,Minor,,open
CLM32472,POL14703,2020-04-14,2020-04-16,Collision,Low,False,False,1743,2350.0,Minor,2020-07-14,settled
CLM32473,POL12316,2024-05-13,2024-05-16,Vandalism,Low,False,False,1027,632.0,Minor,2024-08-12,settled
CLM32474,POL12199,2021-12-16,2021-12-19,Vandalism,Low,False,False,1532,942.0,Minor,2022-01-23,settled
CLM32475,POL12939,2021-05-05,2021-05-11,Collision,Low,True,False,13009,10429.0,Major,2021-07-30,settled
CLM32476,POL14449,2025-03-05,2025-03-05,Theft,High,False,False,87498,83810.0,Severe,2026-04-22,settled
CLM32477,POL12235,2022-04-17,2022-04-17,Theft,Low,False,False,34817,31609.0,Major,2022-07-23,settled
CLM32478,POL12983,2025-03-11,2025-03-11,Collision,Medium,False,False,30623,,Severe,,open
CLM32479,POL14087,2025-06-03,2025-06-10,Other,Low,False,False,17158,16384.0,Major,2025-09-29,settled
CLM32480,POL14028,2022-04-24,2022-04-25,Other,Low,False,False,3281,1645.0,Minor,2022-07-02,settled
CLM32481,POL13045,2021-05-16,2021-05-17,Collision,Low,False,False,2610,1487.0,Minor,2021-06-17,settled
CLM32482,POL13436,2022-02-06,2022-02-13,Vandalism,Low,False,False,2131,1680.0,Moderate,2022-04-01,settled
CLM32483,POL11822,2020-04-27,2020-04-27,Collision,High,False,False,2245,1670.0,Minor,2021-06-18,settled
CLM32484,POL10839,2024-07-24,2024-07-24,Collision,Low,False,False,5215,,Moderate,,open
CLM32485,POL12759,2021-03-12,2021-03-13,Other,Low,False,False,14053,11971.0,Major,2021-06-09,settled
CLM32486,POL14087,2023-05-09,2023-05-09,Collision,Low,False,False,1920,1605.0,Minor,2023-06-16,settled
CLM32487,POL10718,2022-01-31,2022-01-31,Theft,Low,False,True,3650,,Minor,,open
CLM32488,POL14751,2021-10-20,2021-10-20,Collision,Low,False,False,12192,8856.0,Major,2021-12-09,settled
CLM32489,POL10870,2019-05-26,2019-05-28,Theft,Low,False,False,15106,10695.0,Moderate,2019-07-16,settled
CLM32490,POL13017,2024-12-16,2024-12-19,Weather,Low,False,False,3035,2618.0,Minor,2025-01-20,settled
CLM32491,POL13415,2025-05-08,2025-05-12,Collision,High,False,False,182297,188000.0,Catastrophic,2026-06-21,settled
CLM32492,POL13819,2020-09-05,2020-09-07,Fire,Low,False,False,266780,274550.0,Severe,2020-11-15,settled
CLM32493,POL14321,2023-07-04,2023-07-04,Collision,Low,False,True,2498,1555.0,Minor,2023-09-23,settled
CLM32494,POL13048,2024-12-12,2024-12-12,Theft,Low,False,False,5036,3795.0,Minor,2025-03-03,settled
CLM32495,POL14242,2024-04-10,2024-04-11,Vandalism,Medium,False,False,836,433.0,Minor,2024-09-11,settled
CLM32496,POL12076,2019-03-30,2019-03-30,Collision,Low,False,False,3543,2835.0,Moderate,2019-06-17,settled
CLM32497,POL13729,2022-07-30,2022-08-01,Collision,Medium,False,False,4333,4103.0,Moderate,2022-12-10,settled
CLM32498,POL14519,2022-12-28,2022-12-28,Theft,Low,False,False,7193,4801.0,Minor,2023-02-16,settled
CLM32499,POL12896,2024-08-06,2024-08-09,Collision,Medium,False,False,24933,,Severe,,open
CLM32500,POL13961,2022-04-16,2022-04-16,Collision,Low,False,False,2361,1307.0,Minor,2022-06-23,settled
CLM32501,POL10175,2023-05-21,2023-05-23,Collision,Low,False,False,1714,989.0,Minor,2023-08-09,settled
CLM32502,POL12986,2023-04-18,2023-04-21,Vandalism,Low,False,False,1141,839.0,Minor,2023-05-30,settled
CLM32503,POL11459,2020-05-22,2020-05-22,Weather,Low,False,False,6926,4912.0,Moderate,2020-08-22,settled
CLM32504,POL13704,2022-01-29,2022-01-29,Collision,Low,False,False,3754,2592.0,Minor,2022-04-04,settled
CLM32505,POL12091,2022-12-08,2022-12-10,Theft,Medium,False,False,11757,8144.0,Moderate,2023-04-03,settled
CLM32506,POL10842,2020-10-11,2020-10-12,Collision,Low,False,False,2805,3715.0,Moderate,2020-11-28,settled
CLM32507,POL10756,2024-09-30,2024-10-03,Collision,Low,False,False,1887,1638.0,Minor,2024-11-25,settled
CLM32508,POL12451,2024-01-10,2024-01-10,Other,Medium,False,False,6165,5657.0,Moderate,2024-06-24,settled
CLM32509,POL13820,2021-06-02,2021-06-03,Collision,Low,False,False,2072,1772.0,Minor,2021-07-20,settled
CLM32510,POL12429,2021-03-30,2021-03-30,Collision,Medium,False,False,10903,9220.0,Major,2021-10-09,settled
CLM32511,POL10419,2022-02-01,2022-02-06,Theft,Low,False,False,3886,2676.0,Minor,2022-04-05,settled
CLM32512,POL14705,2020-05-02,2020-05-02,Collision,Low,False,False,2268,1943.0,Minor,2020-06-21,settled
CLM32513,POL12172,2023-11-28,2023-11-29,Collision,Low,False,False,2922,2355.0,Minor,2024-02-20,settled
CLM32514,POL12540,2019-05-13,2019-05-13,Vandalism,Medium,False,False,19033,18184.0,Severe,2019-11-10,settled
CLM32515,POL11607,2025-01-08,2025-01-10,Other,Low,False,True,2127,1411.0,Minor,2025-03-05,settled
CLM32516,POL11358,2023-05-06,2023-05-06,Theft,Medium,False,False,100153,,Severe,,open
CLM32517,POL10794,2023-05-22,2023-05-22,Other,High,False,False,51851,44232.0,Severe,2024-03-13,settled
CLM32518,POL13845,2024-12-18,2024-12-18,Collision,Low,False,False,5908,,Moderate,,open
CLM32519,POL12555,2024-08-28,2024-08-30,Collision,Low,False,False,10721,9205.0,Major,2024-12-03,settled
CLM32520,POL14574,2020-03-21,2020-03-22,Collision,Low,False,False,1342,1094.0,Minor,2020-06-17,settled
CLM32521,POL13791,2023-01-26,2023-01-26,Weather,Low,False,False,2912,2259.0,Minor,2023-02-25,settled
CLM32522,POL11648,2021-06-09,2021-06-12,Collision,Medium,False,False,22803,20702.0,Severe,2021-11-09,settled
CLM32523,POL10684,2021-07-29,2021-07-30,Collision,Medium,False,False,11749,9278.0,Major,2022-01-24,settled
CLM32524,POL13292,2020-12-29,2021-01-04,Weather,Low,False,False,5614,4826.0,Moderate,2021-02-18,settled
CLM32525,POL13373,2022-06-02,2022-06-02,Collision,Low,False,False,1341,857.0,Minor,2022-07-24,settled
CLM32526,POL10311,2019-08-08,2019-08-09,Collision,High,True,False,35323,36959.0,Severe,2020-10-07,settled
CLM32527,POL10263,2023-10-05,2023-10-05,Theft,Low,False,False,9324,8421.0,Moderate,2024-01-05,settled
CLM32528,POL14552,2022-11-16,2022-11-17,Collision,Low,False,False,1125,953.0,Minor,2023-02-10,settled
CLM32529,POL11118,2019-10-02,2019-10-02,Collision,Medium,False,False,11153,15551.0,Major,2019-12-11,settled
CLM32530,POL11916,2024-09-20,2024-09-20,Collision,Low,False,False,2429,1251.0,Minor,2024-10-22,settled
CLM32531,POL13911,2020-11-07,2020-11-07,Collision,Low,False,False,1652,963.0,Minor,2020-12-15,settled
CLM32532,POL12607,2019-04-18,2019-04-21,Collision,Low,False,False,9434,7153.0,Major,2019-08-03,settled
CLM32533,POL13446,2021-09-22,2021-09-22,Weather,Medium,False,False,7654,5758.0,Moderate,2021-12-05,settled
CLM32534,POL12739,2022-12-11,2022-12-13,Collision,Medium,True,False,3923,2849.0,Moderate,2023-02-19,settled
CLM32535,POL14249,2025-07-01,2025-07-31,Collision,Low,False,False,1554,,Minor,,open
CLM32536,POL11699,2025-06-23,2025-06-26,Weather,Low,False,False,3498,2577.0,Minor,2025-08-27,settled
CLM32537,POL10920,2019-02-27,2019-02-28,Collision,Low,False,False,1441,1045.0,Minor,2019-04-13,settled
CLM32538,POL14692,2019-07-14,2019-07-21,Collision,Medium,False,False,5197,6940.0,Moderate,2019-11-01,settled
CLM32539,POL10670,2020-10-28,2020-10-31,Weather,Low,False,False,2961,1632.0,Minor,2020-12-14,settled
CLM32540,POL11770,2025-04-21,2025-04-21,Collision,Low,False,False,1593,1882.0,Minor,2025-07-14,settled
CLM32541,POL11443,2024-12-25,2024-12-25,Collision,Low,True,False,1685,1228.0,Minor,2025-01-25,settled
CLM32542,POL13826,2021-02-23,2021-02-23,Collision,Low,False,True,1137,914.0,Minor,2021-04-17,settled
CLM32543,POL13688,2024-02-03,2024-02-03,Collision,Medium,False,False,35761,,Severe,,open
CLM32544,POL13573,2021-01-21,2021-01-21,Collision,Low,False,False,3891,2445.0,Moderate,2021-03-22,settled
CLM32545,POL13664,2022-06-13,2022-07-13,Collision,High,False,False,134591,187378.0,Catastrophic,2023-08-27,settled
CLM32546,POL14659,2022-02-11,2022-02-12,Vandalism,Low,False,True,8306,6157.0,Major,2022-04-25,settled
CLM32547,POL12505,2018-11-20,2018-11-20,Collision,Low,False,False,2478,1581.0,Minor,2019-02-11,settled
CLM32548,POL11983,2021-02-02,2021-02-02,Collision,Medium,False,False,4508,2736.0,Moderate,2021-08-09,settled
CLM32549,POL13278,2020-11-05,2020-11-05,Weather,Low,False,False,5554,3703.0,Moderate,2020-12-15,settled
CLM32550,POL13670,2020-01-12,2020-01-12,Collision,Low,False,False,11795,10047.0,Major,2020-03-24,settled
CLM32551,POL10728,2024-02-01,2024-02-02,Collision,Low,False,False,1657,1072.0,Minor,2024-03-22,settled
CLM32552,POL11459,2021-06-08,2021-06-10,Collision,Low,False,True,1928,1162.0,Minor,2021-07-23,settled
CLM32553,POL12315,2025-06-29,2025-06-30,Collision,Medium,False,False,14370,12712.0,Major,2025-12-06,settled
CLM32554,POL10607,2021-01-03,2021-01-03,Other,Low,False,False,8832,6562.0,Moderate,2021-02-21,settled
