Policy_ID,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band
POL10864,CUST20864,75,Female,Retired,Leeds,9706,56,Coupe,2,Good
POL10865,CUST20865,23,Male,Employed,Glasgow,5975,2,Van,14,Fair
POL10866,CUST20866,67,Male,Retired,Manchester,8136,46,Hatchback,6,Good
POL10867,CUST20867,59,Male,Employed,Manchester,9845,41,Coupe,20,Fair
POL10868,CUST20868,40,Male,Self-Employed,Bristol,17184,22,SUV,3,Excellent
POL10869,CUST20869,41,Female,Employed,Newcastle,10132,19,Sedan,1,Good
POL10870,CUST20870,63,Male,Employed,Birmingham,12052,45,Sedan,6,Excellent
POL10871,CUST20871,46,Male,Employed,Edinburgh,10497,26,Coupe,11,Good
POL10872,CUST20872,47,Female,Employed,Edinburgh,7132,28,Hatchback,16,Good
POL10873,CUST20873,56,Male,Employed,Cardiff,17453,37,Van,0,Poor
POL10874,CUST20874,70,Male,Retired,Newcastle,11904,51,Coupe,10,Excellent
POL10875,CUST20875,23,Male,Self-Employed,Leeds,3479,1,SUV,18,Excellent
POL10876,CUST20876,36,Female,Employed,London,17598,14,Hatchback,1,Fair
POL10877,CUST20877,37,Female,Employed,Cardiff,13466,18,Hatchback,3,Good
POL10878,CUST20878,30,Male,Employed,Newcastle,12700,12,Van,9,Poor
POL10879,CUST20879,38,Male,Employed,Birmingham,8138,20,SUV,8,Good
POL10880,CUST20880,73,Male,Unemployed,Cardiff,9103,55,Sedan,5,Excellent
POL10881,CUST20881,51,Male,Self-Employed,Edinburgh,11769,30,Sedan,14,Excellent
POL10882,CUST20882,53,Female,Self-Employed,Glasgow,7784,33,Sedan,9,Excellent
POL10883,CUST20883,35,Female,Employed,Manchester,13711,17,Hatchback,0,Good
POL10884,CUST20884,77,Male,Retired,Leeds,12670,55,Hatchback,19,Good
POL10885,CUST20885,18,Male,Student,London,16649,0,Motorcycle,15,Excellent
POL10886,CUST20886,34,Male,Employed,Edinburgh,14298,16,SUV,9,Fair
POL10887,CUST20887,30,Male,Employed,Bristol,3254,12,SUV,15,Good
POL10888,CUST20888,54,Male,Employed,Bristol,12588,33,Hatchback,10,Fair
POL10889,CUST20889,39,Female,Employed,Manchester,14624,20,Sedan,0,Good
POL10890,CUST20890,65,Female,Retired,Liverpool,13852,43,Sedan,14,Excellent
POL10891,CUST20891,28,Male,Employed,Glasgow,11247,6,SUV,17,Excellent
POL10892,CUST20892,43,Female,Unemployed,Birmingham,10015,21,SUV,13,Fair
POL10893,CUST20893,64,Female,Employed,Birmingham,15521,42,SUV,5,Good
POL10894,CUST20894,28,Female,Employed,Newcastle,6317,10,Motorcycle,9,Good
POL10895,CUST20895,40,Male,Employed,Manchester,17658,21,SUV,12,Good
POL10896,CUST20896,30,Male,Self-Employed,Bristol,7162,11,Sedan,7,Fair
POL10897,CUST20897,54,Male,Employed,Edinburgh,8145,33,Hatchback,9,Excellent
POL10898,CUST20898,31,Female,Employed,London,12135,9,Hatchback,17,Fair
POL10899,CUST20899,31,Female,Employed,Edinburgh,7238,12,Coupe,17,Good
POL10900,CUST20900,78,Male,Self-Employed,Newcastle,6743,60,Sedan,13,Fair
POL10901,CUST20901,79,Female,Retired,Liverpool,15173,59,Van,20,Excellent
POL10902,CUST20902,28,Female,Employed,Newcastle,11295,7,SUV,3,Good
POL10903,CUST20903,78,Male,Retired,Cardiff,12786,56,SUV,5,Good
POL10904,CUST20904,56,Female,Employed,Newcastle,11853,37,SUV,1,Good
POL10905,CUST20905,39,Male,Self-Employed,London,14638,17,Sedan,14,Good
POL10906,CUST20906,34,Female,Employed,Manchester,13276,13,Sedan,11,Fair
POL10907,CUST20907,31,Female,Employed,London,11196,11,Hatchback,0,Poor
POL10908,CUST20908,29,Male,Unemployed,Leeds,10355,8,Sedan,5,Good
POL10909,CUST20909,74,Female,Retired,Cardiff,16086,53,Coupe,18,Excellent
POL10910,CUST20910,37,Male,Unemployed,Cardiff,10065,15,Hatchback,15,Good
POL10911,CUST20911,62,Female,Retired,London,15367,42,Sedan,13,Fair
POL10912,CUST20912,64,Male,Self-Employed,Edinburgh,16782,44,SUV,10,Fair
POL10913,CUST20913,24,Male,Employed,Birmingham,5924,2,Sedan,19,Excellent
POL10914,CUST20914,26,Female,Employed,Edinburgh,12076,4,Sedan,12,Excellent
POL10915,CUST20915,68,Female,Retired,Bristol,6441,47,Coupe,18,Fair
POL10916,CUST20916,57,Male,Self-Employed,Glasgow,7777,39,Sedan,19,Good
POL10917,CUST20917,62,Female,Retired,Manchester,10585,41,Sedan,19,Excellent
POL10918,CUST20918,38,Male,Employed,Cardiff,17805,20,Coupe,16,Good
POL10919,CUST20919,25,Male,Employed,Birmingham,9042,5,Hatchback,17,Fair
POL10920,CUST20920,19,Female,Student,Edinburgh,20072,0,Sedan,14,Excellent
POL10921,CUST20921,51,Female,Employed,Birmingham,12922,33,Sedan,3,Poor
POL10922,CUST20922,70,Female,Retired,Glasgow,19601,52,SUV,6,Good
POL10923,CUST20923,49,Female,Employed,Manchester,16092,28,Sedan,12,Good
POL10924,CUST20924,76,Female,Retired,Cardiff,11970,55,Hatchback,11,Good
POL10925,CUST20925,54,Female,Retired,Bristol,12807,36,Motorcycle,11,Excellent
POL10926,CUST20926,61,Male,Self-Employed,Glasgow,11411,43,Sedan,15,Poor
POL10927,CUST20927,45,Female,Employed,Birmingham,4104,26,SUV,20,Good
POL10928,CUST20928,73,Female,Retired,Cardiff,13080,52,Coupe,18,Good
POL10929,CUST20929,47,Male,Employed,London,10469,29,Hatchback,10,Fair
POL10930,CUST20930,67,Female,Retired,Leeds,14685,45,Coupe,19,Excellent
POL10931,CUST20931,74,Male,Retired,Bristol,16715,52,Sedan,19,Good
POL10932,CUST20932,45,Male,Employed,Manchester,15145,25,Hatchback,5,Good
POL10933,CUST20933,54,Female,Unemployed,Edinburgh,9761,35,SUV,18,Fair
POL10934,CUST20934,76,Male,Self-Employed,Bristol,8734,54,Hatchback,11,Good
POL10935,CUST20935,38,Male,Employed,Newcastle,15734,19,Motorcycle,13,Fair
POL10936,CUST20936,61,Female,Self-Employed,London,11378,43,Van,14,Excellent
POL10937,CUST20937,42,Male,Employed,Newcastle,4063,22,Sedan,17,Good
POL10938,CUST20938,78,Female,Retired,Leeds,8573,59,SUV,14,Excellent
POL10939,CUST20939,27,Female,Employed,Cardiff,9052,7,Sedan,6,Fair
POL10940,CUST20940,69,Female,Employed,Manchester,9857,51,SUV,10,Excellent
POL10941,CUST20941,34,Female,Employed,Cardiff,8970,12,Sedan,12,Poor
POL10942,CUST20942,45,Female,Unemployed,Edinburgh,11350,23,Coupe,9,Good
POL10943,CUST20943,48,Female,Employed,Birmingham,11898,29,Coupe,1,Fair
POL10944,CUST20944,65,Male,Retired,Newcastle,15426,46,Sedan,3,Fair
POL10945,CUST20945,18,Male,Student,Bristol,13592,0,Hatchback,16,Excellent
POL10946,CUST20946,64,Female,Unemployed,Cardiff,8931,42,Hatchback,4,Excellent
POL10947,CUST20947,67,Female,Retired,Edinburgh,9584,45,Sedan,1,Excellent
POL10948,CUST20948,59,Female,Employed,London,9703,41,Motorcycle,0,Good
POL10949,CUST20949,43,Male,Employed,London,10875,21,Sedan,16,Poor
POL10950,CUST20950,66,Male,Retired,Liverpool,12222,48,Hatchback,9,Poor
POL10951,CUST20951,66,Male,Retired,Manchester,14166,47,Coupe,16,Good
POL10952,CUST20952,53,Male,Retired,Glasgow,15479,34,Coupe,17,Excellent
POL10953,CUST20953,59,Male,Unemployed,Leeds,8041,38,Sedan,15,Good
POL10954,CUST20954,18,Female,Unemployed,Bristol,14217,0,SUV,18,Excellent
POL10955,CUST20955,27,Male,Self-Employed,Cardiff,6493,7,Van,20,Excellent
POL10956,CUST20956,38,Female,Self-Employed,Glasgow,15396,18,Van,3,Fair
POL10957,CUST20957,72,Male,Retired,Birmingham,6901,54,SUV,20,Fair
POL10958,CUST20958,68,Male,Retired,London,8156,49,Sedan,0,Good
POL10959,CUST20959,60,Male,Employed,Newcastle,14121,38,Hatchback,12,Good
POL10960,CUST20960,33,Female,Self-Employed,Edinburgh,8875,14,Sedan,16,Excellent
POL10961,CUST20961,20,Female,Student,Birmingham,13039,2,SUV,7,Fair
POL10962,CUST20962,78,Male,Retired,Manchester,9402,58,Sedan,6,Good
POL10963,CUST20963,78,Female,Retired,Liverpool,10881,58,Coupe,16,Fair
POL10964,CUST20964,23,Male,Employed,Manchester,7897,1,SUV,3,Good
POL10965,CUST20965,41,Male,Employed,Leeds,13478,22,Hatchback,12,Excellent
POL10966,CUST20966,38,Male,Employed,Manchester,10338,20,Sedan,9,Good
POL10967,CUST20967,32,Male,Employed,Liverpool,15006,11,Hatchback,3,Good
POL10968,CUST20968,61,Male,Employed,Edinburgh,7045,41,Sedan,11,Fair
POL10969,CUST20969,20,Male,Self-Employed,Cardiff,15842,2,Sedan,3,Good
POL10970,CUST20970,67,Male,Unemployed,Birmingham,13877,46,SUV,10,Excellent
POL10971,CUST20971,43,Male,Employed,Bristol,14466,23,Van,14,Excellent
POL10972,CUST20972,20,Male,Unemployed,Bristol,11428,2,Van,13,Poor
POL10973,CUST20973,50,Male,Unemployed,Leeds,5243,30,SUV,0,Excellent
POL10974,CUST20974,22,Female,Student,Cardiff,18781,1,SUV,9,Good
POL10975,CUST20975,30,Male,Employed,Glasgow,14816,11,SUV,18,Good
POL10976,CUST20976,49,Male,Self-Employed,London,13716,28,Van,20,Excellent
POL10977,CUST20977,22,Male,Student,Newcastle,15184,1,Hatchback,4,Excellent
POL10978,CUST20978,22,Female,Student,Edinburgh,7486,3,SUV,7,Fair
POL10979,CUST20979,38,Male,Employed,Edinburgh,15324,19,Coupe,19,Good
POL10980,CUST20980,18,Female,Employed,Birmingham,15628,0,Hatchback,2,Fair
POL10981,CUST20981,67,Female,Retired,Manchester,17086,45,Sedan,14,Excellent
POL10982,CUST20982,50,Female,Employed,Liverpool,9595,31,Coupe,0,Excellent
POL10983,CUST20983,63,Female,Retired,Edinburgh,16663,41,Sedan,5,Poor
POL10984,CUST20984,37,Male,Employed,Manchester,18937,19,SUV,12,Good
POL10985,CUST20985,44,Male,Employed,Edinburgh,8099,24,SUV,6,Fair
POL10986,CUST20986,72,Male,Self-Employed,Newcastle,9895,51,Sedan,18,Poor
POL10987,CUST20987,73,Female,Retired,Glasgow,15104,53,Van,10,Poor
POL10988,CUST20988,69,Male,Retired,Liverpool,15783,49,Hatchback,12,Good
POL10989,CUST20989,35,Male,Employed,London,16731,14,Sedan,4,Fair
POL10990,CUST20990,35,Male,Employed,Birmingham,10099,16,Motorcycle,4,Good
POL10991,CUST20991,36,Female,Self-Employed,London,16694,17,Coupe,6,Excellent
POL10992,CUST20992,33,Male,Employed,Leeds,5672,15,Coupe,15,Good
POL10993,CUST20993,33,Female,Self-Employed,Cardiff,15176,11,Van,4,Excellent
POL10994,CUST20994,20,Male,Student,Bristol,15162,2,Hatchback,6,Good
POL10995,CUST20995,62,Male,Self-Employed,Birmingham,13222,40,SUV,6,Good
POL10996,CUST20996,62,Male,Employed,Bristol,11463,40,Sedan,16,Good
POL10997,CUST20997,53,Male,Employed,Manchester,10312,34,Sedan,10,Fair
POL10998,CUST20998,76,Male,Retired,Glasgow,13305,58,SUV,6,Fair
POL10999,CUST20999,22,Male,Student,Cardiff,9700,4,Sedan,20,Good
POL11000,CUST21000,33,Male,Employed,Newcastle,19064,14,Van,0,Poor
POL11001,CUST21001,30,Male,Employed,Birmingham,23144,10,Hatchback,2,Good
POL11002,CUST21002,20,Male,Student,Manchester,8657,2,SUV,18,Fair
POL11003,CUST21003,60,Male,Employed,Birmingham,16388,38,SUV,3,Excellent
POL11004,CUST21004,30,Male,Employed,Leeds,10222,9,Hatchback,3,Good
POL11005,CUST21005,48,Male,Employed,Leeds,11429,27,Sedan,9,Excellent
POL11006,CUST21006,54,Male,Employed,Edinburgh,13493,34,SUV,18,Excellent
POL11007,CUST21007,49,Female,Employed,Manchester,8175,29,SUV,18,Good
POL11008,CUST21008,25,Female,Employed,Newcastle,5726,3,Van,18,Good
POL11009,CUST21009,31,Female,Self-Employed,Liverpool,7452,12,Coupe,18,Good
POL11010,CUST21010,58,Female,Employed,Manchester,17267,37,Hatchback,9,Fair
POL11011,CUST21011,39,Male,Unemployed,Bristol,11094,20,Sedan,14,Excellent
POL11012,CUST21012,30,Male,Student,Cardiff,12084,10,Sedan,14,Good
POL11013,CUST21013,71,Male,Self-Employed,Liverpool,13468,52,Sedan,9,Good
POL11014,CUST21014,24,Female,Unemployed,Edinburgh,10062,6,SUV,14,Poor
POL11015,CUST21015,63,Male,Employed,Bristol,11816,41,Sedan,0,Good
POL11016,CUST21016,78,Female,Unemployed,Edinburgh,17162,58,Sedan,5,Excellent
POL11017,CUST21017,61,Male,Employed,Newcastle,15460,39,Motorcycle,12,Good
POL11018,CUST21018,22,Male,Unemployed,Manchester,11365,0,SUV,1,Poor
POL11019,CUST21019,78,Male,Retired,Manchester,8327,60,Hatchback,6,Fair
POL11020,CUST21020,70,Male,Self-Employed,Birmingham,10959,49,Sedan,19,Good
POL11021,CUST21021,21,Female,Self-Employed,London,6796,1,SUV,16,Good
POL11022,CUST21022,58,Female,Employed,Birmingham,13566,36,SUV,18,Fair
POL11023,CUST21023,35,Male,Unemployed,Cardiff,8798,16,SUV,14,Fair
POL11024,CUST21024,36,Male,Employed,Edinburgh,6276,18,Van,15,Excellent
POL11025,CUST21025,73,Female,Retired,Edinburgh,10093,54,Hatchback,8,Excellent
POL11026,CUST21026,25,Female,Employed,Cardiff,16116,3,SUV,19,Excellent
POL11027,CUST21027,74,Female,Retired,Edinburgh,5641,54,Sedan,2,Excellent
POL11028,CUST21028,71,Male,Retired,Manchester,8425,53,Hatchback,2,Good
POL11029,CUST21029,71,Male,Retired,Bristol,5434,53,Hatchback,20,Fair
POL11030,CUST21030,59,Male,Employed,Leeds,11468,41,Motorcycle,15,Fair
POL11031,CUST21031,40,Female,Employed,Newcastle,18449,20,Hatchback,0,Good
POL11032,CUST21032,66,Female,Retired,Edinburgh,19068,45,Motorcycle,19,Good
POL11033,CUST21033,34,Female,Self-Employed,Manchester,7743,14,SUV,7,Excellent
POL11034,CUST21034,31,Female,Self-Employed,Newcastle,11749,11,Hatchback,5,Fair
POL11035,CUST21035,41,Male,Employed,Bristol,9888,23,Sedan,16,Good
POL11036,CUST21036,61,Male,Self-Employed,Edinburgh,11368,40,Sedan,14,Good
POL11037,CUST21037,55,Male,Retired,Manchester,13233,34,Motorcycle,10,Excellent
POL11038,CUST21038,24,Female,Employed,Glasgow,15554,4,Van,18,Excellent
POL11039,CUST21039,20,Male,Student,Leeds,18428,0,Hatchback,8,Fair
POL11040,CUST21040,59,Male,Unemployed,Liverpool,14661,38,Hatchback,12,Fair
POL11041,CUST21041,52,Male,Unemployed,Cardiff,7915,30,Sedan,1,Good
POL11042,CUST21042,19,Female,Student,Birmingham,15523,0,SUV,17,Good
POL11043,CUST21043,46,Male,Unemployed,Cardiff,11614,25,Coupe,12,Excellent
POL11044,CUST21044,48,Male,Employed,Glasgow,10689,27,SUV,7,Good
POL11045,CUST21045,48,Female,Employed,Liverpool,16441,29,Hatchback,2,Good
POL11046,CUST21046,27,Male,Employed,Birmingham,16783,5,Coupe,6,Fair
POL11047,CUST21047,61,Female,Employed,Cardiff,10622,39,Van,20,Excellent
POL11048,CUST21048,35,Female,Unemployed,Edinburgh,9369,17,Sedan,17,Fair
POL11049,CUST21049,68,Female,Retired,Liverpool,12196,48,Hatchback,11,Excellent
POL11050,CUST21050,74,Male,Retired,London,7586,52,Hatchback,6,Good
POL11051,CUST21051,69,Female,Employed,Liverpool,10026,47,Sedan,1,Good
POL11052,CUST21052,66,Female,Retired,Edinburgh,9913,48,SUV,8,Excellent
POL11053,CUST21053,51,Female,Self-Employed,Edinburgh,10539,29,Motorcycle,16,Fair
POL11054,CUST21054,67,Female,Self-Employed,Glasgow,13582,48,Sedan,12,Good
POL11055,CUST21055,79,Male,Unemployed,Newcastle,12564,57,Van,9,Excellent
POL11056,CUST21056,79,Male,Retired,Edinburgh,6932,60,Sedan,20,Good
POL11057,CUST21057,75,Female,Retired,Edinburgh,13754,57,Hatchback,3,Excellent
POL11058,CUST21058,56,Male,Employed,Bristol,4665,34,SUV,6,Good
POL11059,CUST21059,42,Male,Employed,Edinburgh,13041,24,Van,18,Good
POL11060,CUST21060,29,Female,Self-Employed,Liverpool,10380,9,Hatchback,8,Good
POL11061,CUST21061,44,Female,Unemployed,Edinburgh,13284,22,SUV,5,Good
POL11062,CUST21062,22,Female,Student,Newcastle,9632,2,Hatchback,3,Excellent
POL11063,CUST21063,65,Female,Retired,Glasgow,16966,45,SUV,3,Excellent
POL11064,CUST21064,63,Female,Self-Employed,Birmingham,11135,45,Van,6,Excellent
POL11065,CUST21065,48,Male,Employed,London,7933,27,SUV,7,Excellent
POL11066,CUST21066,72,Female,Employed,London,15136,50,Sedan,14,Excellent
POL11067,CUST21067,74,Male,Retired,Liverpool,8407,55,Sedan,0,Good
POL11068,CUST21068,34,Male,Employed,Edinburgh,9172,15,Hatchback,15,Fair
POL11069,CUST21069,30,Male,Self-Employed,Bristol,13453,10,Hatchback,17,Excellent
POL11070,CUST21070,27,Male,Unemployed,London,8601,6,Motorcycle,15,Excellent
POL11071,CUST21071,77,Female,Retired,Glasgow,10068,58,SUV,14,Excellent
POL11072,CUST21072,59,Male,Retired,Bristol,10005,41,Sedan,9,Poor
POL11073,CUST21073,32,Female,Employed,Glasgow,9320,10,Hatchback,20,Fair
POL11074,CUST21074,22,Female,Student,Manchester,16988,0,Hatchback,4,Good
POL11075,CUST21075,52,Female,Unemployed,Manchester,15472,33,SUV,0,Poor
POL11076,CUST21076,65,Female,Retired,Leeds,17074,45,Coupe,15,Excellent
POL11077,CUST21077,36,Male,Employed,Glasgow,13965,14,SUV,6,Excellent
POL11078,CUST21078,75,Female,Retired,Edinburgh,13257,56,Hatchback,16,Good
POL11079,CUST21079,50,Female,Employed,Cardiff,15250,30,Hatchback,17,Fair
POL11080,CUST21080,78,Female,Employed,Edinburgh,12078,59,Hatchback,3,Excellent
POL11081,CUST21081,22,Male,Employed,Edinburgh,8790,2,Motorcycle,1,Excellent
POL11082,CUST21082,62,Male,Self-Employed,Bristol,9884,42,Coupe,18,Good
POL11083,CUST21083,59,Male,Employed,Edinburgh,10032,40,Van,2,Fair
POL11084,CUST21084,44,Female,Unemployed,Glasgow,13589,26,Hatchback,20,Fair
POL11085,CUST21085,33,Female,Unemployed,Glasgow,9010,11,Coupe,12,Good
POL11086,CUST21086,78,Male,Retired,Newcastle,500,60,SUV,15,Good
POL11087,CUST21087,44,Female,Employed,Liverpool,7640,26,Coupe,14,Fair
POL11088,CUST21088,25,Male,Employed,Liverpool,12635,4,Coupe,18,Excellent
POL11089,CUST21089,70,Male,Retired,Cardiff,16624,52,Coupe,15,Excellent
POL11090,CUST21090,23,Male,Employed,Manchester,12993,5,SUV,18,Excellent
POL11091,CUST21091,69,Male,Retired,Manchester,12320,49,Hatchback,1,Excellent
POL11092,CUST21092,44,Female,Employed,Newcastle,6881,24,Sedan,16,Excellent
POL11093,CUST21093,45,Female,Student,Cardiff,7366,24,Sedan,6,Fair
POL11094,CUST21094,41,Male,Self-Employed,Birmingham,14726,21,Sedan,15,Poor
POL11095,CUST21095,70,Female,Employed,Edinburgh,15850,48,Sedan,6,Good
POL11096,CUST21096,35,Male,Employed,London,14936,16,Sedan,7,Good
POL11097,CUST21097,33,Male,Employed,Liverpool,15061,12,Sedan,14,Good
POL11098,CUST21098,75,Female,Retired,Liverpool,1180,53,Hatchback,19,Good
POL11099,CUST21099,79,Male,Retired,Cardiff,11621,58,Hatchback,11,Good
POL11100,CUST21100,63,Female,Retired,London,14635,45,SUV,12,Poor
POL11101,CUST21101,73,Male,Retired,Birmingham,16339,55,Sedan,12,Poor
POL11102,CUST21102,66,Female,Retired,Liverpool,10375,46,SUV,18,Excellent
POL11103,CUST21103,50,Female,Employed,Glasgow,5645,28,Van,0,Fair
POL11104,CUST21104,56,Male,Employed,Cardiff,4994,36,Coupe,6,Fair
POL11105,CUST21105,58,Female,Retired,Glasgow,8927,37,Coupe,16,Good
POL11106,CUST21106,46,Female,Employed,Glasgow,8763,28,Sedan,8,Fair
POL11107,CUST21107,68,Male,Retired,Edinburgh,4646,46,SUV,5,Excellent
POL11108,CUST21108,70,Female,Employed,London,14082,51,Sedan,11,Excellent
POL11109,CUST21109,74,Male,Employed,Glasgow,7681,52,Sedan,11,Good
POL11110,CUST21110,38,Male,Employed,Edinburgh,19683,18,Coupe,20,Good
POL11111,CUST21111,56,Male,Employed,London,11517,36,Coupe,9,Good
POL11112,CUST21112,78,Female,Self-Employed,Glasgow,15413,57,SUV,10,Good
POL11113,CUST21113,53,Female,Retired,Leeds,16942,32,Sedan,15,Poor
POL11114,CUST21114,62,Male,Self-Employed,Liverpool,4109,41,Coupe,8,Excellent
POL11115,CUST21115,26,Male,Self-Employed,Glasgow,15467,6,Sedan,20,Poor
POL11116,CUST21116,22,Male,Student,Cardiff,11702,1,Sedan,13,Fair
POL11117,CUST21117,38,Female,Self-Employed,Manchester,14406,17,Hatchback,19,Excellent
POL11118,CUST21118,35,Male,Employed,Glasgow,11211,16,Coupe,4,Good
POL11119,CUST21119,20,Male,Student,Bristol,5975,0,SUV,12,Fair
POL11120,CUST21120,76,Male,Retired,Cardiff,7030,57,Hatchback,9,Fair
POL11121,CUST21121,42,Female,Self-Employed,Cardiff,5196,24,Sedan,8,Good
POL11122,CUST21122,70,Male,Unemployed,Edinburgh,11133,49,Coupe,14,Good
POL11123,CUST21123,78,Male,Retired,Cardiff,15308,58,Coupe,19,Fair
POL11124,CUST21124,49,Male,Employed,Edinburgh,15905,30,Sedan,0,Good
POL11125,CUST21125,62,Female,Retired,Birmingham,7471,42,Hatchback,14,Fair
POL11126,CUST21126,43,Male,Employed,Liverpool,20426,25,Hatchback,4,Poor
POL11127,CUST21127,18,Female,Student,Liverpool,19345,0,Coupe,11,Good
POL11128,CUST21128,51,Female,Employed,Glasgow,6304,32,Van,2,Poor
POL11129,CUST21129,36,Male,Unemployed,Birmingham,12714,17,Sedan,14,Good
POL11130,CUST21130,35,Female,Employed,Edinburgh,11970,16,Sedan,15,Good
POL11131,CUST21131,36,Female,Employed,Birmingham,7494,14,Van,12,Fair
POL11132,CUST21132,28,Female,Self-Employed,Bristol,8911,6,SUV,0,Good
POL11133,CUST21133,57,Male,Employed,Edinburgh,18908,39,Hatchback,6,Good
POL11134,CUST21134,37,Female,Employed,Cardiff,9945,19,SUV,11,Good
POL11135,CUST21135,44,Female,Employed,Newcastle,15811,22,Coupe,1,Good
POL11136,CUST21136,70,Male,Self-Employed,Newcastle,13767,49,Hatchback,20,Fair
POL11137,CUST21137,61,Male,Retired,Birmingham,10934,43,SUV,10,Excellent
POL11138,CUST21138,25,Female,Employed,Glasgow,12747,4,Hatchback,10,Excellent
POL11139,CUST21139,38,Male,Employed,Leeds,11822,19,SUV,11,Good
POL11140,CUST21140,69,Female,Retired,Birmingham,12718,48,Sedan,16,Excellent
POL11141,CUST21141,44,Female,Unemployed,Glasgow,13492,26,Hatchback,6,Excellent
POL11142,CUST21142,38,Female,Employed,Cardiff,14147,16,Coupe,12,Excellent
POL11143,CUST21143,26,Male,Student,Leeds,6035,6,SUV,11,Good
POL11144,CUST21144,23,Male,Employed,Liverpool,14933,2,Hatchback,19,Good
POL11145,CUST21145,70,Male,Retired,Newcastle,9104,48,Sedan,20,Excellent
POL11146,CUST21146,75,Male,Unemployed,Bristol,6149,54,Hatchback,1,Good
POL11147,CUST21147,35,Male,Employed,Birmingham,17196,14,Sedan,11,Excellent
POL11148,CUST21148,71,Female,Retired,Glasgow,17786,52,Sedan,12,Good
POL11149,CUST21149,24,Male,Employed,London,10160,6,SUV,20,Fair
POL11150,CUST21150,24,Female,Employed,Leeds,10528,4,Hatchback,5,Fair
POL11151,CUST21151,70,Female,Retired,Newcastle,14810,50,Sedan,17,Poor
POL11152,CUST21152,56,Female,Self-Employed,Liverpool,14433,38,SUV,1,Good
POL11153,CUST21153,78,Male,Retired,Glasgow,14561,59,Sedan,9,Good
POL11154,CUST21154,74,Female,Retired,Liverpool,10208,56,SUV,11,Good
POL11155,CUST21155,25,Male,Employed,Cardiff,25656,5,Coupe,7,Fair
POL11156,CUST21156,77,Female,Retired,Liverpool,18241,55,SUV,17,Poor
POL11157,CUST21157,30,Female,Self-Employed,Liverpool,4193,10,SUV,10,Excellent
POL11158,CUST21158,59,Male,Employed,London,12380,38,SUV,5,Excellent
POL11159,CUST21159,42,Male,Employed,Glasgow,15392,23,Sedan,11,Excellent
POL11160,CUST21160,26,Male,Employed,London,14858,6,Sedan,17,Good
POL11161,CUST21161,76,Female,Retired,Newcastle,11065,55,SUV,17,Fair
POL11162,CUST21162,57,Female,Retired,Edinburgh,17970,36,Hatchback,4,Good
POL11163,CUST21163,74,Female,Retired,Edinburgh,14639,56,Sedan,10,Good
POL11164,CUST21164,53,Male,Employed,Bristol,18421,31,SUV,0,Good
POL11165,CUST21165,32,Female,Employed,Birmingham,16895,10,Van,4,Poor
POL11166,CUST21166,45,Female,Employed,Leeds,12048,23,Van,1,Good
POL11167,CUST21167,22,Female,Student,Leeds,11628,1,Sedan,8,Good
POL11168,CUST21168,70,Male,Retired,London,18144,50,Hatchback,3,Good
POL11169,CUST21169,18,Female,Student,Glasgow,14390,0,SUV,3,Good
POL11170,CUST21170,30,Male,Employed,Cardiff,17162,10,SUV,11,Good
POL11171,CUST21171,31,Male,Unemployed,Manchester,17585,9,SUV,0,Good
POL11172,CUST21172,78,Female,Retired,Liverpool,12212,56,SUV,14,Good
POL11173,CUST21173,34,Female,Employed,Glasgow,15461,16,Hatchback,0,Excellent
POL11174,CUST21174,31,Male,Employed,London,14306,11,SUV,18,Fair
POL11175,CUST21175,45,Male,Employed,Birmingham,17341,26,Van,1,Good
POL11176,CUST21176,55,Female,Retired,Leeds,17256,35,Coupe,19,Good
POL11177,CUST21177,67,Female,Retired,Bristol,8205,45,SUV,0,Excellent
POL11178,CUST21178,25,Male,Student,Manchester,19143,6,Hatchback,3,Poor
POL11179,CUST21179,25,Female,Employed,Manchester,8382,7,Hatchback,5,Fair
POL11180,CUST21180,63,Male,Self-Employed,Liverpool,14385,44,Sedan,11,Excellent
POL11181,CUST21181,26,Male,Unemployed,Liverpool,15075,6,Hatchback,6,Fair
POL11182,CUST21182,29,Male,Employed,London,9584,7,Hatchback,0,Good
POL11183,CUST21183,62,Male,Self-Employed,Bristol,7594,40,Coupe,18,Good
POL11184,CUST21184,77,Female,Retired,Edinburgh,12496,59,Hatchback,3,Fair
POL11185,CUST21185,23,Female,Employed,Leeds,19587,4,Sedan,15,Excellent
POL11186,CUST21186,34,Male,Self-Employed,Liverpool,5041,15,Hatchback,6,Excellent
POL11187,CUST21187,65,Male,Retired,Newcastle,11794,44,Motorcycle,7,Good
POL11188,CUST21188,64,Female,Employed,London,13264,44,SUV,19,Excellent
POL11189,CUST21189,21,Male,Employed,Glasgow,14268,2,Coupe,0,Fair
POL11190,CUST21190,72,Female,Retired,Manchester,12220,53,Motorcycle,17,Excellent
POL11191,CUST21191,55,Male,Employed,Cardiff,14850,33,Hatchback,1,Fair
POL11192,CUST21192,59,Female,Self-Employed,Glasgow,6860,39,SUV,14,Good
POL11193,CUST21193,66,Female,Retired,Cardiff,11939,47,Van,13,Good
POL11194,CUST21194,77,Male,Retired,London,3574,55,Sedan,6,Good
POL11195,CUST21195,41,Female,Self-Employed,London,13941,19,SUV,4,Excellent
